Created_at,LT(m²),LB(m²),KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,Deskripsi
06-06-2023,177,300,7,3,0,2,Rungkut,SHM,3300,Timur,1820000000,https://www.rumah123.com/properti/surabaya/hos13850543/,"Di jual rumah mewah siap huni, kamar banyak cocok buat kost2an, bangunan kokoh, row 3 mobil"
06-06-2023,160,320,3,3,0,1,Citraland,SHM,5500,Utara,3300000000,Rumah Siap Huni Citraland Dekat Gwalk | Rumah123.com,RUMAH SIAP HUNI CITRALAND DEKAT GWALK
06-06-2023,264,294,4,3,1,2,Citraland,SHM,2200,Selatan,4890000000,Termurah Rumah Minimalis 2 Lt Siap Pakai Mewah Citraland Gwalk | Rumah123.com,DIJUAL RUMAH MODERN MINIMALIS 2 LTP
06-06-2023,135,140,3,4,0,2,Citraland,SHGB,5500,Selatan,3020000000,https://www.rumah123.com/properti/surabaya/hos13682440/,Minimalis Baru Gress
06-06-2023,120,160,3,3,0,1,Citraland,SHM,3300,Utara,2400000000,https://www.rumah123.com/properti/surabaya/hos13834327/,Rumah Minimalis Full Furnish Cantikk Alam Hijau Citraland
06-06-2023,210,300,4,4,1,1,Graha,SHM,5500,Barat,4750000000,https://www.rumah123.com/properti/surabaya/hos13754743/,Satu-Satunya RUMAH GRRAHA FAMILY
06-06-2023,84,131,3,3,0,2,Graha,SHM,3500,Selatan,2100000000,https://www.rumah123.com/properti/surabaya/hos13754813/,Perumahan Eksklusif DIAN ISTANA
06-06-2023,135,128,4,2,0,2,Pakal,SHGB,2200,Utara,1490000000,https://www.rumah123.com/properti/surabaya/hos12929850/,EX rumah contoh Citraland
06-06-2023,165,93,2,1,0,1,Rungkut,SHM,2200,Selatan,1800000000,Dijual Cepat Rumah Pojok di Taman Rivera Regency Rungkut Dekat Merr | Rumah123.com,3 Menit Dari Kampus UPN
06-06-2023,264,354,4,4,2,2,Citraland,SHM,3500,Selatan,6990000000,https://www.rumah123.com/properti/surabaya/hos13827389/,Premium Cluster Citraland W Vertical Garden Mewah Grade A
06-06-2023,180,189,4,3,0,2,Citraland,SHM,3500,Selatan,3160000000,https://www.rumah123.com/properti/surabaya/hos12515418/,Resort Design Citraland Dp Subsidi 5 Free Biaya Kpr Cbd Gwalk
06-06-2023,80,103,3,2,0,1,Graha,PPJB,3500,Timur,1900000000,https://www.rumah123.com/properti/surabaya/hos13205130/,Brand New Minimalis House Graha Natura Surabaya Barat
06-06-2023,136,180,4,3,0,2,Wiyung,SHM,4400,Selatan,2300000000,https://www.rumah123.com/properti/surabaya/hos11693428/,Dijual Rumah Royal Residence
06-06-2023,300,450,5,5,1,1,Citraland,SHM,3500,Utara,5500000000,https://www.rumah123.com/properti/surabaya/hos9617777/,Minimalis semi furnish
07-06-2023,177,300,7,3,0,2,Rungkut,SHM,3300,Timur,1820000000,https://www.rumah123.com/properti/surabaya/hos13850543/,"Di jual rumah mewah siap huni, kamar banyak cocok buat kost2an, bangunan kokoh, row 3 mobil, lingkungan nyaman dekat dg merr , tol, bandara, dan rungkut industri.. Daerah komersil poll, harga nego tipis."
07-06-2023,197,192,3,2,1,0,Pakal,SHM,1300,,1000000000,https://www.rumah123.com/properti/surabaya/hos13965537/,"Sumber Air PDAM
Carport 1
SHM-Pegang Sendiri
Akses Toll Margorejo, Stasiun Benowo
Bebas banjir
Jalan masuk 2 mobil"
07-06-2023,72,91,3,2,0,1,Wiyung,SHM,Lainnya,,1150000000,https://www.rumah123.com/properti/surabaya/hos11563044/,"Jual Rumah Baru @ Pondok Maritim area Wiyung Surabaya
Modern Minimalis
15 Menit Ke Pakuwon Mall"
07-06-2023,135,128,4,2,0,2,Pakal,HGB,2200,Utara,1490000000,https://www.rumah123.com/properti/surabaya/hos12929850/,"dekat North West
Citraland Utara
dekat Sekolah Citra Berkat
TK SD SMP SMA
dekat Univ Ciputra
dekat RS BDH
dekat Fresh Market Citraland
dekat Pasar tradisionil Kendung
Ada fasilitas di Citraland Utara"
07-06-2023,165,93,2,1,0,1,Rungkut,SHM,2200,,1800000000,https://www.rumah123.com/properti/surabaya/hos13675011/,"* 5 Menit Dari MERR
* 3 Menit Dari Kampus UPN
* Lingkungan Asri & Nyaman
* ROW Jalan 8 Meter (3 - 4 Mobil)
* One Gate System
* Security 24 jam
* Kabel bawah tanah
* Dekat Masterplan JLTT / OERR"
07-06-2023,80,103,3,2,0,1,Graha,Lainnya,3500,Timur,1900000000,https://www.rumah123.com/properti/surabaya/hos13205130/,"Note :
â€¢ Siap Huni
â€¢ Minimalis
â€¢ Baru Gress
â€¢ Bangun Sendiri
â€¢ Carport : 1 mobil
â€¢ Row : 2.5 mobil"
07-06-2023,100,120,4,4,1,1,Kenjeran,SHM,2200,Barat,1600000000,https://www.rumah123.com/properti/surabaya/hos13725966/,"LT 5×20(100m²) ; LB ±120m² ; 2lantai
Hadap barat
KT 3+1 ; KM 3+1 (atas KM dalam semua)
SHM, IMB Lengkap
Galvalum ; Kusen aluminum
Granit tile 60×60
PLN 2200w ; PDAM"
07-06-2023,126,68,3,2,0,1,Jambangan,SHM,1300,Utara,1700000000,https://www.rumah123.com/properti/surabaya/hos13606622/,"Teras ada area terbuka.
Atap rangka galvalum genteng beton.
Kusen & pintu mix kayu & alumunium.
Air PDAM & Jetpump, ground tank & tandon/toren atas.
Listrik Prabayar 1300 VA.
Kondisi terawat baru dicat ulang.
Menghadap utara.
Dekat Masjid Al Ikhlas Palm Spring Regency"
07-06-2023,191,220,4,3,1,1,Sukomanunggal,SHM,2200,Utara,750000000,https://www.rumah123.com/properti/surabaya/hos12913439/,"Rumah Tinggal Bangunan Kokoh Terawat.
Aset Lelang powered by BRI"
07-06-2023,202,214,2,1,2,1,Gununganyar,SHM,1300,Utara,1750000000,https://www.rumah123.com/properti/surabaya/hos12983961/,"Rumah terawat 15 menit dari pusat kota.
Aset Lelang powered by BRI"
07-06-2023,166,300,4,2,1,1,Jambangan,HGB,2200,Utara,1100000000,https://www.rumah123.com/properti/surabaya/hos12983346/,"Rumah bagus di Jambangan.
Aset Lelang powered by BRI"
07-06-2023,90,90,2,2,0,1,Gununganyar,SHM,1300,,1100000000,https://www.rumah123.com/properti/surabaya/hos13790921/,"SHM-Pegang Sendiri
Akses tol arah waru
Bebas banjir
Jalan masuk 2 mobil"
07-06-2023,102,160,3,3,1,0,Tambaksari,SHM,2200,,1250000000,https://www.rumah123.com/properti/surabaya/hos8270634/,"Selling Point:
- Dekat Kampus UNAIR, ITS, ITATS
- Dekat beberapa RSTernama
- Dekat Sekolah favorit
- Galaxy Mall
- Akses ke Surabaya Timur Bandara Juanda
- Semolowaru/ Pandugo/Rungkut
- Wisata Kenjeran"
07-06-2023,43,60,3,2,1,1,Rungkut,SHM,1300,Selatan,745000000,https://www.rumah123.com/properti/surabaya/hos13753026/,Dijual rumah baru Gress minimalis di area perumahan nol jalan UPN . Ada 56 unit. One gate ada satpam 24 jam Dijamin paling murah. Â Rumah tahapan bangun. harga promo 745juta luas 5x8.5. 3kt 2km. Harga promo hanya 615juta. Luas tanah 4 X 8.5. Lb 60. 2kt 2km Ada juga luas tanah 6x8.5 2 lantai 3kt 2km.
07-06-2023,102,100,3,1,0,2,Wiyung,SHM,2200,Timur,850000000,https://www.rumah123.com/properti/surabaya/hos9800753/,"Air PDAM
Hdp Timur
Legalitas SHM
_Values :_
Lantai Granit, Kusen Almini, Pintu Jati
Semi Furnish : Kitchen Set, Meja Makan, Wallpaper, Lampu Gantung."
07-06-2023,105,80,3,2,0,1,Wiyung,HGB,1300,Utara,975000000,https://www.rumah123.com/properti/surabaya/hos10131128/,"Carport : 1
Pagar
Listrik 1300w
Air PDAM
Surat HGB"
07-06-2023,120,60,2,2,0,1,Wiyung,SHM,2200,Selatan,1100000000,https://www.rumah123.com/properti/surabaya/hos9071186/,"Hdp Selatan
Dpn Fasum Taman
Legalitas SHM
Carport : 1 Mobil
Row 2 Mobil"
07-06-2023,96,80,2,1,0,1,Sambikerep,HGB,3500,Selatan,1250000000,https://www.rumah123.com/properti/surabaya/hos13945623/,"Rangka Atap galvalum,
Carport dg Atap Canopy 1 mbl
Jual Cepat Rp 1,25 m saja
Lokasi strategis ..
One gate system
Dekat :
Club House
Surabaya Cambridge School
Margie School dll"
07-06-2023,72,100,2,2,0,1,Wonorejo,SHM,2200,Utara,850000000,https://www.rumah123.com/properti/surabaya/hos12896662/,"4x18, ada 2 rumah jejer, jalan utama komplek perumahan, rencana akan dilalui JLLT, utara , baru gress 2lt."
07-06-2023,50,30,2,1,0,0,Gununganyar,SHM,1300,,600000000,https://www.rumah123.com/properti/surabaya/hos13805985/,"FREE PPN, BPHTB, rumah 1 lt subsidi 10jt
FREE smart door lock,
PLN, dapur, shower, tandon, PDAM, toilet duduk"
07-06-2023,190,150,3,2,0,0,Wiyung,SHM,4400,Tenggara,1550000000,https://www.rumah123.com/properti/surabaya/hos10819989/,"- Rangka atap baja ringan
- kusen pintu jendela aluminium
- Hadap Utara
- listrik 4400 watt token
- SHM
- Furnish"
07-06-2023,34,45,2,2,1,1,Rungkut,SHM,1300,Selatan,678000000,https://www.rumah123.com/properti/surabaya/hos13733734/,"LOKASI STRATEGIS :
- Dekat Dengan UPN
- Dekat Dengan Purimas
- Dekat Dengan Wiguna
- Dekat Dengan Merr
- Dekat Tol Tambak Sumur
- Dekat Dengan Superindo"
07-06-2023,60,40,2,1,0,1,Alun-Alun Contong,SHM,1300,Selatan,440000000,https://www.rumah123.com/properti/surabaya/hos13687847/,"_Belum Pernah Ada Beli Rumah Semudah Ini, Cukup Booking *Fee 1 Juta cicilan mulai 2.2 jutaan*
Sudah Termasuk Free All Biaya"
07-06-2023,72,71,2,2,0,1,Citra Land,HGB,2200,Selatan,1160000000,https://www.rumah123.com/properti/surabaya/hos13880853/,"_Citraland Northwest Central Type Carrera Deluxe_
LT72mÂ² (6x12) LB71mÂ²
KT2 KM2
Hdp Selatan, PPJB split bisa KPR
Harga Special Cash 1,16Man"
07-06-2023,131,120,2,1,0,1,Wiyung,SHM,1300,Selatan,550000000,https://www.rumah123.com/properti/surabaya/hos13698325/,"Jl Babatan II No 04 Wiyung
Luas Tanah : 131 m
Luas Bangunan : 120 m
Tidak Dihuni
SHM"
19-09-2023,264,465,6,7,1,2,Citraland,HGB,4400,Selatan,7490000000,https://www.rumah123.com/properti/surabaya/hos14304538/,"DIJUAL
Rumah Modern Minimalis


WATERFRONT CITRALAND

SPESIFIKASI
Luas Tanah : 264 m�
(12 X 22)
Luas Bangunan : 465 m�
2,5 Lantai
Kamar Tidur : 5+1
Kamar Mandi : 6+1
Semi Furnished
Air : PDAM
Listrik : 4400 Watt
Sertifikat : HGB
Hadap : Selatan
Garasi : 1
Carport : 2

Special Features :
- Backyard Patio
- Private Balcony + Roof Garden
- 2 Living Rooms
(Upstair & Downstair)
- Taman Depan & Belakang


?? DIJUAL HARGA : 7,499 M
nego


2306RMJLNAN000"
13-09-2023,72,137,3,3,0,2,Citraland,SHM,3500,Selatan,1700000000,https://www.rumah123.com/properti/surabaya/hos14752760/,"NEW ROOFTOP CITRALAND

Area Northwest Pusat ( Central )

Type favorit COMPACT
Ada Lake View & Non-Lake View

Luas tanah 6x12
Luas bangunan 137m2
Bangunan 2 Dan 3 Lantai Rooftop
3 kamar tidur
3 Kamar mandi
PLN 2200w

Manfaatkan Promo Launching Harga Perdana

Hubungi Segera
"
12-09-2023,153,143,4,1,0,1,Raya A Yani,SHM,4400,Utara,1590000000,https://www.rumah123.com/properti/surabaya/hos14752653/,"DIJUAL RUMAH SIWALANKERTO

DEKAT KAMPUS PETRA
LT 153 (9X17)
LB 140
KT 4+1
KM 1+1
HDP UTARA
SHM
PDAM
LISTRIK 4400 W
CARPORT 1
ROW JALAN 3 MOBIL
HARGA 1.6 M NEGO
Andre Huang"
12-09-2023,60,110,3,3,0,1,Citraland,HGB,1300,,1300000000,https://www.rumah123.com/properti/surabaya/hos14750394/,"Rumah Attic CITRALAND

LT 5Ã12 m
LB 110 mÂ²
3 BR
3 KM
3 lantai+Attic indoor & outdoor
Sertifikat HGB
Harga 1.3 M an"
13-09-2023,445,600,4,4,0,0,Kalisari,SHM,2200,,4500000000,https://www.rumah123.com/properti/surabaya/hos11432953/,"BHASKARA SARI
LT.445 (15X30)
LB.600++
4KT+GUDANG
4KM
SHM
LISTRIK 13200,13200,2200
KOSONGAN
HARGA 4.5M NEGO (10jt/m2)"
12-09-2023,144,172,4,3,0,0,Pakuwon City,SHM,6600,Utara,3500000000,https://www.rumah123.com/properti/surabaya/hos11299027/,"Rumah Dijual Surabaya RUMAH DIJUAL SIAP HUNI
LONG BEACH MURAH
LT.144M2 (8X18)
LB.173M2
4KAMAR TIDUR +1
3KAMAR MANDI +1
FULL FURNISH
SHM
HADAP UTARA
LISTRIK 6600WATT
HARGA 3.5M NEGO"
12-09-2023,216,267,4,4,0,2,Pakuwon CIty,Lainnya,,Selatan,7500000000,https://www.rumah123.com/properti/surabaya/hos14709036/,"Type DACEY
(Show Unitnya KUWEREN)

LT. 12×18 (216M²)
LB. 267M²
KT 4+1
KM 4+1
SEMUA KAMAR MANDI DALAM
RUANG KELUARGA (SKY LIGHT)
CARPORT LUAS (2MBL LONGGAR)
SELATAN KOSONGAN
HARGA DEVELOPER 7,7M DIJUAL HANYA 7,5M MASIH NEGO SAMPAI DEAL"
18-09-2023,72,94,3,2,0,2,Pakuwon City,SHM,2200,Selatan,1500000000,https://www.rumah123.com/properti/surabaya/hos14367672/,"PREMIUM LOCATION BAKAL Tembus
Akses langsung jalan OERR ( Seperti MERR pada tahun 2000-an
- 10 menit dari Pakuwon City Mall
- 15 menit ke Galaxy Mall MERR

TAHAP 2 Pengembangan dari EASTERN PARK
Development 10 Ha
Dengan fasilitas TERBARU & TERBAIK !
By Kertajaya Indah Regency Group

Rumah start 800jt an
Ruko start 1,6M an

Type di foto :
Luas tanah 6x12 (72m2)
Luas bangunan 94m2
Bangunan 3 Lantai + Ruang Multifunction & Jacuzzi di lantai 3
3 kamar tidur
2 kamar mandi
Carport 2 mobil


Manfaatkan momen
-Harga perdana & Diskon special
-SUBSIDI DP 5% ( Puluhan juta )
- FREE Pajak BPHTB 5%
- FREE AJB
- FREE BBN
- FREE Balik nama"
05-09-2023,300,500,5,5,0,2,Citraland,HGB,5500,Utara,11500000000,https://www.rumah123.com/properti/surabaya/hos14230243/,"*Citraland Bukit Golf*
*New Lux Minimalis Modern House*
KUALITAS LUX PREMIUM SIAP HUNI
LT 300 LB Â±500
Dimensi 12x25
2,5 lantai split level
KT 5+1 . KM 5+1
HGB PT (bisa KPR). Hadap Utara
ROW 12 meter
Kusen YKK Finish Good
10 Unit AC
*Harga Jual 11,5M nego*
#BR091"
05-09-2023,180,420,5,6,2,2,Citraland,HGB,2200,Utara,6500000000,https://www.rumah123.com/properti/surabaya/hos14009081/,"*CITRALAND cluster depan dekat Gwalk*
RUMAH BARU MODERN MINIMALIS
LT 180. LB 420
DIMENSI 10x18
2.5 lantai
KT 5+1. KM 6+1
HGB. Hadap Utara
Carport 2. Garasi 2
Private Balcony
Sanitair: Kohler/Grohe + TOTO
AC 2 unit, Smart Home System, CCTV 6 Titik,
Bonus Kitchen Set
Canopy Carport
Vertical Garden
Harga Rp 6,5M
#A4435
"
18-09-2023,210,350,3,4,0,2,Citraland,HGB,3300,Selatan,3650000000,https://www.rumah123.com/properti/surabaya/hos11502409/,"*Turun harga dari ~4,1M~ ke ~3,95M~ turun lagi ke 3,75M!!!! Murah pol!!!! Luar cluster!!!!*

Dijual Rumah Cantik
*Eastwood Citraland*
Modern Minimalis Design
Surabaya Barat

PLUS:
*- Canopy Carport*
*- Halaman DEPAN*

Spesifikasi:
Luas Tanah : 210 m2
( 10 Ã 21 )
L.Bangunan: +/- 350 m2
Bangunan : 2 Lantai
K.Tidur : 3
K.Mandi : 4
Carport : 2 mobil
*(Total masuk 2 mobil)*
Listrik 4400 watt
Hadap : Selatan
Sertifikat : HGB
*( Bisa KPR bank)*


Hubungi:
Vera Ang || Ray White North West Citraland 0812-1697-1xxx"
07-09-2023,345,370,5,4,1,2,Pakuwon Indah,SHM,7700,Selatan,4900000000,https://www.rumah123.com/properti/surabaya/hos14709842/,"DIJUAL MURAH
Pakuwon Indah - Villa Valensia
Modern Minimalis
Taman Asri baik di Depan Rumah dan di Back Garden + Kolam Ikan
Pagar Depan
Siap Huni
Surabaya Barat (Lokasi dekat dgn Pakuwon Mall, Lenmarc, PTC, Supermal)

Dimensi 10x34m
Bangunan 370 m2
2.5 lantai
Kamar tidur 5+1
Kamar mandi 4+1
Garasi 1 mobil Carport 2 mobil
Listrik 5500 Watt
Air PDAM Full
Row jalan 3 mobil
Hadap Selatan - Dingin Sejuk Hawa Segar
Full Furnished + AC 9bh + Water Heater 3bh
Tandon depan tanam bawah + tandon atas tower + water filter + pompa 2bh.
High Ceiling dan Banyak Jendela shg Sirkulasi Udara baik dan Pencahayaan Natural
Cocok utk rumah keluarga dan aman untuk anak2 dan binatang peliharaan kesayangan

Jual 7M>>>> 5.3M >>>>4,9M (Nego)
-ann-"
16-09-2023,102,138,3,3,0,2,Graha,HGB,1300,,2480000000,https://www.rumah123.com/properti/surabaya/hos14276697/,"Rumah Dijual Dian Istana Surabaya

White House by Dian Istana
NEW PREMIUM CLUSTER
Attic Room & Rooftop Patio di Lantai 3 (Opsional)

Spesifikasi
LT 102 (7x14,5)

KT 3+1, KM 3+1

Carport 2 Mobil
Legalitas SHGB

Fasilitas Private Club'House dalam Cluster
Family Park, dll"
30-08-2023,120,180,3,3,0,2,Tandes,"Lainnya (PPJB,Girik,Adat,dll)",,Utara,3100000000,https://www.rumah123.com/properti/surabaya/hos14615135/,"Dijual Rumah Grand Pakuwon Cluster Canberra
HARGA 3,1M nego

Kontraktor pribadi, bukan bangunan developer
LT 120m2 (8x15), LB 180,5m2
Hadap Utara
3+1 kt (2kt di atas k.mandi dalam)
3+1 km
Ada RoofGarden dan area balkon
Carport 2 mobil
Row 3 mobil

Dekat Citraland Graha Royal Wiyung Pakuwon Indah Palma Royal Residence Wisata Bukit Mas Dukuh Pakis Darmo PTC JLLB Surabaya Barat

Ameilia
PropNex BLVD"
29-08-2023,382,500,4,5,2,3,Graha,HGB,5500,Utara-Timur,9900000000,https://www.rumah123.com/properti/surabaya/hos14167397/,"Rumah Dijual Surabaya \ud83d\udd25 *MURAHHHH*

RUMAH GRAHA FAMILI HANYA HITUNG TANAH\u2049\ufe0f
DIJUAL CEPAT SEBUAH HUNIAN MODERN & NYAMAN DI CLUSTER FAVORIT DENGAN FASILITAS PRIVATE CLUB HOUSE\ud83c\udfcaâ\u2642\ufe0f

*GRAHA FAMILI BLOK O*
_A Cozy Living In The Favourite Cluster_

Spesifikasi Teknis :
â¢ 2,5 Lantai Split Level
â¢ Dimensi : 15,5x26 m
â¢ LT/LB : 382/500 mÂ²
â¢ KT/KM : 4+1/5+1
(Semua Kamar Mandi Dalam)
â¢ Sertifikat : HGB Perorangan (Bisa KPR)
â¢ Hadap : Hook (Utara-Timur)
â¢ Daya Listrik : 5500 Watt
â¢ Garasi/Carport : 2/3
â¢ Lantai Granite Tile 100x100"
18-09-2023,601,195,3,3,1,1,Gubeng,HGB,2200,Timur,16500000000,https://www.rumah123.com/properti/surabaya/hos13318139/,"*DIJUAL RUMAH TERAWAT DI TENGAH KOTA SURABAYA, DAERAH KOMERSIAL, JALAN BAWEAN*

LT = 601m2 sesuai sertifikat
LB = 195m2
KT = 3 + 1
KM = 1 + 2
Gudang = 1
Garasi = 1
Carport = 1
Tandon = 1
Listrik = 2200 W
Hadap = TIMUR

*HARGA JUAL = 16.5M nego*

Dekat : Stasiun KA Gubeng, RS Siloam, Delta Plaza, WTC, Grandcity, Kayun, pasar Atum, ITC, Plaza Tunjungan

HUBUNGI :
Agustina - XMark Dian Istana
wa.me/+6285101889xxx"
18-09-2023,530,675,6,3,3,5,Wonokromo,SHM,16500,Selatan,13500000000,https://www.rumah123.com/properti/surabaya/hos14798490/,"Dijual Rumah Bawean Surabaya Pusat Kota Surabaya Ric.a204

Ini barang bagus pasti laku guys

Dijual Rumah Bawean area Surabaya Pusat, Kota Surabaya

Lokasi langka, harga murah, cepat dapat

2 Lantai
LT 530 m²
Dimensi lebar panjang 12m x 45m
LB 675 m²
KT 6+2
KM 3+1
Carport 5
Garasi 3
Hadap Selatan
Posisi Kotak (badan)
Listrik 16500
Air PDAM


Lokasi enak di pusat kota, cocok untuk klinik, cafe, kantor, rumah


Harga Jual (Rp) 13.500.000.xxx Total

Please contact me
Ronny Irawan
XMarks Tjandra Grande
WA/Telp 081330146xxx

IG instagram. com/ronny_cen

klik"
12-09-2023,126,150,3,2,0,2,Gayungan,SHM,2200,Timur,990000000,https://www.rumah123.com/properti/surabaya/hos14735709/,"Bu cpt. Harga Ambyar murah sangat

Dijual Rumah Siap Huni
± 100 meter dari Raya A. Yani

*Lokasi Perumahan Gayungan Surabaya*

*Jual Cepat, Harga B.U
Rumah Murah Siap Huni
Di Perumahan Gayungan dkt Ahmad Yani

LT : 126 m². LB ± 150 m²
Dimensi 7,5×17 m
Bangunan 1.5 lantai
*Legalitas SHM*
KT 3+1 ; KM 2+1
Air PDAM + PLN 2200 watt
Hadap Timur
Ready Carport
Row jl 2 mobil los

*Urgent sangat dijual sangat murah hanya Rp. 1.2 M nego tuipiz*

Pajak masing². Biaya notaris pembeli

Minat Hub
SapTha JAYA Property"
19-09-2023,128,125,3,3,0,2,Wiyung,SHM,3500,Selatan,2050000000,https://www.rumah123.com/properti/surabaya/hos14276825/,"Dijual Cepattt Rumah
Modern Minimalis
*ROYAL RESIDENCE*
Wiyung-Surabaya Barat

Spesifikasi :
LT : 128 mÃÂ² (8x16)
Bangunan: 2 Lantai
KT : 3+1
KM: 3+1
Carport : 2 mobilÃÂ 
Listrik : 3500 watt
Row Jalan : 2,5 mobil
Hadap : Selatan
Sertifikat : SHM
Bonus: Kanopi, Tandon tanam, pompa air

*Harga: 2,050 M nego*

*HUB:GINO FANG*
Ray White Royal Residence
*"
19-09-2023,144,172,4,3,0,1,Pakuwon City,SHM,6600,Utara,3500000000,https://www.rumah123.com/properti/surabaya/hos11299027/,"Rumah Dijual Surabaya RUMAH DIJUAL SIAP HUNI
LONG BEACH MURAH
LT.144M2 (8X18)
LB.173M2
4KAMAR TIDUR +1
3KAMAR MANDI +1
FULL FURNISH
SHM
HADAP UTARA
LISTRIK 6600WATT
HARGA 3.5M NEGO"
19-09-2023,150,300,7,5,1,2,Manyar,SHM,4400,Utara,3250000000,https://www.rumah123.com/properti/surabaya/hos14828635/,"DIJUAL CEPAT Rumah Manyar Tirtoyoso

Rumah Manyar Tirtoyoso
LT : 150m2 (10x15)
LB : 300 m2
2 ½ Lantai
KT : 6 + 1
KM : 4+1
Kosongan
Hadap : Utara
Garasi+carpot : 1+2
Listrik : 4400 watt
PDAM
SHM
Harga : 3,25 M Nego sampai Deal"
19-09-2023,140,210,4,2,0,2,Kebraon,SHM,2200,Timur-Utara,1400000000,https://www.rumah123.com/properti/surabaya/hos14814505/,"Dijual Rumah Hook Murah Lokasi Kebraon surabaya Barat

Luas tanah 140
Dimensi 10x14
Luas Bangunan 200
Lantai 1
Kamar Tidur 1
Kamar Mandi 2
Carport 2 Mobil
Lantai 2
Kamar Tidur 4
Kamar Mandi 1
Jemuran
Hadap Timur dan Utara
Listrik 2200W
Aer PDAM
Row Jalan 2 Mobil

Harga 1,4M Nego"
19-09-2023,607,1212,3,3,0,2,Genteng,SHM,5500,Utara-Barat,12000000000,https://www.rumah123.com/properti/surabaya/hos13680170/,"Dijual Rumah di Pusat Kota Jalan Jaksa Agung Suprapto, Surabaya
Lokasi strategis, akses mudah dan bebas banjir.
Spesifikasi :
LT : 607 m2
LB : 1.212 m2
2 Lantai
Hook – hadap Utara & Barat
PLN 5500 Watt
1 Line Telepon
3 KT, 3 KM, Kolam Renang
Harga Jual IDR 12 M (Nego)"
19-09-2023,350,420,7,5,0,2,Dharma Husada,SHM,5500,Utara-Timur,7700000000,https://www.rumah123.com/properti/surabaya/hos14831118/,"Rumah Dijual Surabaya RUMAH DHARMAHUSADA INDAH MEWAH, LOKASI BAGUS, DEKAT GALAXY MALL

( LISTING HS1206DTST )

14 X 25 MTR
LUAS TANAH 350 M2
LUAS BANGUNAN 420 M2
KAMAR TIDUR 6 + 1 ( 2 KM DALAM )
KAMAR MANDI 4 + 1
HOOK HADAP UTARA TIMUR
SHM
PDAM / PLN 5500
ROW JALAN 2 MOBIL LONGGAR
HARGA 7,7 M NEGO

FASILITAS: FULL FURNISH, LANTAI GRANIT 80"
20-09-2023,375,500,5,4,2,2,Pakuwon City,SHM,10600,Utara,9890000000,https://www.rumah123.com/properti/surabaya/hos14084043/,"DIJUAL RUMAH PAKUWON CITY FULLY FURNISH sdr

L Tanah: 375m² (15x25)
L Bangunan: 500m²
Lantai: 2
K Tidur: 4+1
K Mandi: 3+1
1 Ruang kantor
Hadap Utara
Sertifikat: SHM
Pln: 10600 Watt
Carport: 2 mobil
Garasi: 2 mobil
Row Jalan: 3 mobil

Bahan:
● Solahart
● Kusen YKK Finished goods
● Granit tile 1m2

FULLY FURNISHED
● 5 AC Daikin
Aux AC Standing 3pk
● Huge Walk-in closet
● Hansgrohe, Toto, bathtub
● Oven
● Microwave
● Kompor Hitachi
● Toshiba kulkas
● Electrolux washing machine
● Osim
● Sharp dispenser
●Smart tv 55”, dll

HARGA: 9,9M nego sampai deal"
20-09-2023,240,580,6,7,3,2,Citraland,HGB,5500,Utara,8100000000,https://www.rumah123.com/properti/surabaya/hos14293137/,"CLUSTER ONE GATE SYSTEM
â  DEKAT UNIVERSITAS CIPUTRA,
â  7 MENIT KE GWALK
â  15 MENIT KE PAKUWON MALL, LOOP GRAHA

RUMAH MINIMALIS MEWAH
CITRALAND Surabaya Barat

LT. 240 LB 580
DIMENSI 12Ã20
BANGUNAN 3 LANTAI
KT 5+1. KM 6+1
(4 MASTER BEDROOM)
HGB. HADAP UTARA
1 GUDANG, 1 RUANG GYM/ RUANG SERBA GUNA
GARASI 3 . CARPORT 2
AIR WTP. LISTRIK 5500 WATT (TOKEN)
*SMART HOME*
*HARGA Rp 8,1M*
#A4423

- Kanopi kaca tempered
- Pintu pagar remote
- 9 AC split
- Water heater
- Taman



*HIGH QUALITY SPECIFICATION*
â  PONDASI TIANG PANCANG
â  ANTI RAYAP SISTEM PIPA
â  ADA 1 RUANG KERJA / KAMAR TAMU + KMR MANDI DALAM
â  LANTAI GRANITE 90 X 180
â  RAILLING TANGGA KACA TEMPERED 12MM
â  SANITAIR TOTO, GROHE
â  WATER HEATER SENTRAL
â  PINTU UTAMA KUNCI SMART (SIDIK JARI, KARTU, APLIKASI, PASSWORD & KUNCI MANUAL)
â  SMART HOME"
20-09-2023,210,170,4,3,1,2,Manyar,SHM,3500,Utara,2200000000,https://www.rumah123.com/properti/surabaya/hos14243521/,"Dijual rumah bagus Nginden intan

Bagus minimalis

Pondasi tinggi

Ada halaman belakang

Lt 10 x 21 , lb 170 m2

KM Mandi 2 + 1 pmbntu

KM Tdr 3+1 pmbntu

listk 4400 watt

garasi 1mbl + carport 2 mbl

Hadap Utara , row jalan lebar.

Harga 2,6 M nego."
