created_at,LT,LB,KT,KM,Garasi,Carport,Lokasi,Sertifikat,Listrik,Hadap,Harga,URL,Deskripsi
19-08-2023,120,70,3,2,0,1,"Mapanget, Manado, Sulawesi Utara",SHGB,2200,,"950,000,000.00",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-mapanget-manado-sulawesi-utara-oleh-agus-guntoro-19269402,"Jual Rumah Tipe Corsica tipe 70 perumahan casa deviola grand kawanua
"
21-07-2023,300,267,6,5,1,1,"Tamalanrea, Makassar",SHM,3500,,"7,100,000,000.00",https://www.rumah.com/listing-properti/dijual-citraland-makassar-oleh-samsul-21843357,"Dijual cepat rumah mewah dikota Makassar lengkap prabot
Bismillah"
13-09-2023,112,87,3,2,0,1,"Biring Kanaya, Makassar",-,2200,,"1,300,000,000.00",https://www.rumah.com/listing-properti/dijual-summarecon-mutiara-makassar-oleh-cece-22184286,"Dijual rumah 2lantai di Summarecon, makassar ( al)
Dijual Rumah Summarecon Mutiara
LT 7 x 12.5 m
LB 7 x 8 m
2 Lantai
Ada sekolah Islam Al Azhar
10 menit ke bandara
konsep kota mandiri dan terintegrasi
kawasan asri, tenang dan nyaman
Harga Jual Rp 1.3 M"
31-08-2023,1054,440,5,4,1,3,"Manti Kulore, Palu Kota",SHM,-,,"3,000,000,000.00",https://www.olx.co.id/item/jual-rumah-harga-terbaik-iid-905920320,"Di jual Rumah Tinggal, 2 Lantai siap huni di daerah Talise, Kota Palu

Cocok untuk anda yg sedang mencari hunian yang nyaman dan asri dengan pemandangan kota yg indah, berlokasi strategis dengab harga terbaik.

Spesifikasi :

- Bangunan 2 Lantai

- Kamar Tidur 4 + 1 kmr Pembantu

- Kamar mandi 4

- Luas Tanah 1054 m²

- Luas Bangunan 440 m²

- Garasi 1 Mobil

- SHM

- Pondasi Cakar Ayam

- Timbunan Soil 1.5 mtr

Berlokasi strategis dekat denfan fasilitas umum, Pusat Perbelanjaan, Perkantoran, sekolah, RSUD, tempat ibadah, SPBU, Lingkungan aman, jauh dri pinggir pantai, bangunan kokoh memiliki pondasi cakar ayam utk antisipasi gempa.

Harga 3 miliar (nego)

Tertarik denfan rumah ini?

Silahkan chat untuk info lebih lanjut"
04-09-2023,200,360,4,4,2,2,"Panakkukang, Makassar",SHM,4400,,"7,500,000,000.00",https://www.rumah.com/listing-properti/dijual-the-mutiara-makassar-oleh-adi-sungkono-21633149,"Rumah Mewah di Pettarani Makassar Dekat Nipah Mall & Panakukang
Rumah Mewah di Pettarani Makassar dekat Nipah Mall & Panakukang, lengkap dengan Perabot (Kecuali piano). Terletak di Cluster The Mutiara yang memiliki Club House yang Lengkap, Ada Kolam renang Dewasa dan kolam Renang anak, Ada gym, jogging Track, Lap basket 3 on 3.
Dekat ke Mall Nipah dan ke Mall Panakukang, dekat ke Tol pusat perkantoran, Rumah sakit dll."
05-08-2023,105,75,3,2,0,2,Hertasning Makassar,SHM,1300,,"775,000,000.00",https://www.rumah.com/listing-properti/dijual-makassar-minasa-upa-oleh-amir-21744781,"Rumah ready Minasa Upa - Hertasning Makassar
Dijual Rumah
Sangat cocok bagi Anda yg punya kesibukan tengah Kota dengan
Lingkungan Aman, Nyaman
One Gate System
Jln Minasa Upa
* dekat Dari Pasar tradisional
* dekat dri Supermarket
* 5 menit ke Kampus UNISMU MAKASSAR
* 8 menit ke Kampus UNM
* 7 Menit ke kawasan Bisnis Hertasning

* Type 75/105 (7×15)
3 kmr tdur 2 kmr mndi
Full Bangunan

*type 100/ 100, 2 Lantai
3 k tdur 2 k.mndi

Harga Mulai 775 juta
Cara Bayar ;
* Cash
* Cash Lunak
* KPR

Legalitas SERTIFIKAT HAK MILIK
Bonus Ac

Info Lebih Detail..!
Tlp/Wa : ⁰⁸⁵² ³⁷⁷¹ ⁶⁴³⁹
AMIR"
13-09-2023,200,150,4,3,0,1,"Manggala, Makassar Kota, Sulawesi Selatan",SHM,-,-,"1,600,000,000.00",https://www.olx.co.id/item/di-jual-rumah-di-makassar-sulawesi-selatan-iid-907134946,Di jual rumah di Makassar Sulawesi Selatan
24-07-2023,121,153,3,3,2,2,"Wanea, Manado",SHM,4899,Barat Laut,"1,600,000,000.00",https://www.99.co/id/properti/rumah-dijual-80jt-wanea-1001663799,"Dijual/Dikontrakkan Rumah SHM 2 Lantai 4 Kamar Tidur/Mandi
Harga Jual: 1,6M nego
2 KT/KM di dalam kamar, KT Utama dengan walk-in closet dan balkon
4 Unit AC, 3 di KT dan 1 di ruang tamu lantai 1
Tersedia Dapur/Pantry, Taman di 3 sisi rumah (depan, samping, belakang), Garasi muat 2 kendaraan roda empat, tempat cuci dan jemur pakaian di atas.
Listrik prabayar 4,900 watt, air dari perumahan bersih (78rb untuk 10 kubik pertama), keamanan & kebersihan baik - 350rb per bulan (sistem cluster dgn 1 pintu masuk terpusat, security 24 jam).
Gratis uang keamanan/kebersihan di tahun pertama.
Bebas banjir, lingkungan bersih dan asri, manajemen kebersihan dan keamanan baik.
Harga Jual: 1,6M nego
2 KT/KM di dalam kamar, KT Utama dengan walk-in closet dan balkon
4 Unit AC, 3 di KT dan 1 di ruang tamu lantai 1
Tersedia Dapur/Pantry, Taman di 3 sisi rumah (depan, samping, belakang), Garasi muat 2 kendaraan roda empat, tempat cuci dan jemur pakaian di atas.
Listrik prabayar 4,900 watt, air dari perumahan bersih (78rb untuk 10 kubik pertama), keamanan & kebersihan baik - 350rb per bulan (sistem cluster dgn 1 pintu masuk terpusat, security 24 jam).
Gratis uang keamanan/kebersihan di tahun pertama.
Bebas banjir, lingkungan bersih dan asri, manajemen kebersihan dan keamanan baik."
19-09-2023,171,322,3,4,2,2,"Tamalate, Makassar",SHM,4400,-,"3,800,000,000.00",https://www.99.co/id/properti/dijual-rumah-mewah-dekat-mall-trans-studio-dll-1002809072#mapRef,"Dijual Atau Disewakan Rumah Mewah Exclusive Pavillion Residence Tanjung Bunga Makassar Dengan Konsep Double Decker

Luas Tanah 9 x 19 m
Luas Bangunan 322 m
3 Lantai
Kamar Tidur 3 + 1
Kamar Mandi 4

Harga Jual 3,8 Miliar
Harga Sewa 90 Juta Pertahun"
19-09-2023,51,48,2,2,0,1,"Makassar, Makassar",SHM,2200,-,"600,000,000.00",https://www.99.co/id/properti/rumah-2-lantai-full-furniture-1002808661,"CLUSTER UTOPIA HUNIAN MILENIAL, TALASSACITY MAKASSAR
*INCLUDE FURNITURE* *SMARTHOME SYTEM*

PROMO MEI 2023
- DP MULAI 0%
- INCLUDE FURNITURE
- CASH BACK PULUHAN JUTA
- SUBSIDI BIAYA KPR
- SMARTHOME SYSTEM

HUNIAN MILENIAL"
18-09-2023,135,80,3,2,0,2,"Makassar, Makassar",SHM,2200,-,"1,100,000,000.00",https://www.99.co/id/properti/rumah-hertasning-aroapala-kota-makassar-1002779131,"Di Jual Rumah Mewah
Jln Hertasning Kompleks permata Hijau Lestari, Lingkungan Aman, Nyaman dan Tidak Banjir, dilengkapi Fasilitas;
* Masjid
* One Gate System + security 24 Jam
* Lapangan Olahraga

Lokasi Startegis Poros Hertasning- Aropala kota Makassar
* Beranda kawasan pendidikan dan bisnis
* 5 menit Ke PLN dan Rs Grestelina
* 7 Menit Ke Mall Panakkukang
* 7 Menit Ke Toll Pettarani

Tersedia 2 Type
* Type 80/135 (9×15)
3 kmr tdur 2 kmr mndi
Carpoort bisa 2 Mobil

* Type 2 Lantai 156/135 (9×15)
4 kmr tdur 3 kmr mndi
Carpoort 2 mobil

Cara Bayar .!
* Cash
* Cash Lunak
* KPr
Dp 20%
Angsuran 6 Jutaan/bulan

HUNIAN YANG NYAMAN DAN NILAI INVESTASI SEMAKIN TINGGI

Penawaran spesial..!
Free Biaya Ajb, Balik Nama
BHPTB, ppn
Cashback 100 Juta

Info lebih lanjut..!
Hubungi Marketing Amir
Tlp/Wa : ⁰⁸⁵² ³⁷⁷¹ ⁶⁴³⁹"
19-09-2023,1030,467,2,1,0,1,"Malalayang, Manado",SHM,-,Timur,"2,300,000,000.00",https://www.99.co/id/properti/rumah-dijual-2mily-malalayang-1002805453,"*RUMAH DIJUAL MELALUI LELANG !!!*

Objek : T/B Rumah Tinggal 1 Lantai
LT : 1.030 m2
LB : 467.0 m2
Lantai : 1 Lantai
Fasilitas : PLN, Telkom, PDAM
Sertifikat : SHM No. 00280
Lokasi : Jl. Temboan – Lingkungan – I, Kel. Winagun Dua, Kec. Malalyang, Kota Manado, Prov. Sulawesi Utara

Deskripsi :
Aset ini merupakan rumah tinggal yang terletak di kawasan area Kampus padat penduduk di pinggiran Kota, aset tersebut dengan kondisi terawat dan masih berpenghuni. Pada umumnya pemeliharaan jalan – jalan sekitar ini cukup terpelihara dengan lebar jalan antara 8 meter sampai dengan 12 meter diaspal, dan dilengkapi dengan drainase terbuka, akses yang baik untuk kendaraan roda dua dan empat, Beberapa fasilitas umum yang terdapat di sekitar properti ini antara lain :
- Kantor Edocare Cabang Manado
- Hotel POD House Manado
- Kantor BMKG
- Tempat Ibadah, dll

Harga : Rp. 2.300.000.000,-
Note : Harga sudah termasuk seluruh biaya dan pajak yang timbul sebagai Pemenang Lelang / Pembeli sampai dengan Balik Nama Sertifikat dan serah terima kunci.

More info :
https://wa.me/628125002xxxx?text=Halo,%20salam%20kenal (Call or Wa)

Instagram :
https://www.instagram.com/baliauctionhouse/

Website :
https://www.baliauctionhouse.com/

PT. Bali Auction House
Jasa Lelang Eksekusi Maupun Non Eksekusi"
18-09-2023,96,96,2,1,0,1," Tanjung Bunga, Makassar, Sulawesi Selatan",SHM,3500,-,"675,000,000.00",https://www.rumah.com/listing-properti/dijual-rumah-amarylis-oleh-cece-22193588,"Dijual rumah siap huni di perumahan amarylis, tanjung bunga, makassar
Di jual rumah siap huni

Jl. Amaryllis Tanjung Bunga.

LT : 16 x 6 meter
LB : 96 meter.
K Tidur : 2
K Mandi : 1
Listrik : 3.500watt
Air : PAM.
Sertifikat : HAK MILIK .
Ac : 1.unit.
Sudah ada Kanopi .
Kondisi rumah terawat.
Harga jual : Rp.675.000.000 Nego"
17-09-2023,115,45,2,1,0,1,"Palu Selatan, Palu, Sulawesi Tengah",SHM,1300,-,"348,000,000.00",https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-dan-strategis-kota-palu-sulawesi-tengah-oleh-ivan-satriadi-20378879,"Jual Cepat Rumah bagus dan strategis Jl. Banteng, kota Palu
Tiara Residence Palu, Jl. Banteng 1, belakang swalayan Fitrah, Dewi Sartika.

Masuk dari jalan Dewi Sartika ke jalan banteng, 90 m belok kanan ( ada spanduk pataba kaos) kompleks sebelah kanan ada tembok putih.

Rumah yang dijual nomor 6. Kondisi rumah sudah pernah dipakai, bukan rumah baru, kondisi terawat dan bagus.

Rumah dalam cluster, aman dan nyaman. Bebas banjir.

Lokasi strategis dekat perkantoran dan sekolah.

Hanya 8 menit ke bandara.

Sertifikat SHM, listrik 1300 w.
Unfurnished. Harga Nego.

Note: masih tersewaa sampai 30 Jan 2024."
14-09-2023,102,72,2,1,0,1,"Puuwatu, Kendari. Sulawesi Tenggara",HGB,900,Utara,"175,000,000.00",https://www.99.co/id/properti/rumah-dijual-175jt-puuwatu-1002721299,"PERUMAHAN AFIKA LAND & AFIKA RESIDENCE TIPE 36ukuran tanah 8,5m x 12m
Dp mulai 2 juta
Angsuran 1juta
daerah bebas banjir
Memiliki 1700unit"
17-07-2023,127,72,2,1,0,1,"Mamuju, Sulawesi Barat",SHM,2200,-,"600,000,000.00",https://www.rumah123.com/properti/mamuju/hos14249010/,"Di jual rumah cantik di kota mamuju sulbar, dekat fasilitas komersial, dekat RSUD kab. Mamuju, pasar central, hotel Mcity, kantor dinas pendidikan, kampus stie , dekat kantor bpjs, dan sekolah."
